"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"1140","NsiI.TP555065","AIL",19,11,15993,0.000000303235988913263,0.12228313344078,114,NA,NA,0.00265169764438351,NA,0.00265169764438351,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.6895541972108"
"1141","NsiI.TP555365","GHW_1",1546,11,15997,0.000462453677379301,0.113185692388615,106,NA,NA,0.0341746754151228,NA,0.0341746754151228,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0858160098063591"
"1142","NsiI.TP555631","GHW_1",1680,11,16003,0.000765619827125614,0.06510677820133,106,NA,NA,0.0410119515804262,NA,0.0410119515804262,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0575419639077242"
"1143","NsiI.TP556047","GFW_1",938,11,16013,0.00044587782083724,0.241830065359477,106,NA,NA,0.0434838615310192,NA,0.0434838615310192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","12.1308640233735"
"1144","NsiI.TP557688","GHW_1",1383,9,50179164,0.000167810718202422,0.425056996250783,106,NA,NA,0.0227803629204635,NA,0.0227803629204635,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.122827804759049"
"1145","NsiI.TP557979","GS",1931,3,7233715,0.000000000052219966500303,0.0731213928922465,114,NA,NA,0.000000264457318280434,NA,0.000000264457318280434,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.63432106453031"
"1146","NsiI.TP560698","Lg",2705,3,62837431,0.000430920312449189,0.290849673202614,114,NA,NA,0.0369436714927844,NA,0.0369436714927844,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.205674851018261"
"1147","NsiI.TP560751","GHW_1",1712,11,16075,0.000851948324228842,0.0678738133434709,106,NA,NA,0.0428092697888164,NA,0.0428092697888164,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0605858814548381"
"1148","NsiI.TP561393","GHW_1",1818,9,54150213,0.00118957642089675,0.130432454315101,106,NA,NA,0.0497724845706623,NA,0.0497724845706624,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.25579049586235"
"1149","NsiI.TP56325","GFW_1",714,11,9785,0.0000124625494045789,0.416660050615256,106,NA,NA,0.00721911241673182,NA,0.00721911241673182,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.37659054485763"
"1150","NsiI.TP56325","GFW_50",1115,11,9785,0.000146600807747145,0.416660050615256,106,NA,NA,0.03101552895515,NA,0.03101552895515,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.650479898197939"
"1151","NsiI.TP56325","GHW_1",1246,11,9785,0.0000385645502178063,0.416660050615256,106,NA,NA,0.0173992289077797,NA,0.0173992289077797,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.18114912486534"
"1152","NsiI.TP56527","Lg",2400,11,9790,0.0000000000000160647615454735,0.0772743622339823,114,NA,NA,0.000000000421442954383953,NA,0.000000000421442954383952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.06444996009025"
"1153","NsiI.TP565488","fprinGW",2917,11,16129,0.0000515274429981843,0.389798189004474,106,NA,NA,0.0240553079910437,NA,0.0240553079910437,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.89591938821996"
"1154","NsiI.TP565488","fprinW",3072,11,16129,0.0000755662374944136,0.389798189004474,106,NA,NA,0.0279654587405532,NA,0.0279654587405532,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.04177899122269"
"1155","NsiI.TP565488","FW_50",604,11,16129,0.000079048617190545,0.389798189004474,106,NA,NA,0.0276501523116901,NA,0.0276501523116901,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.07141653996837"
"1156","NsiI.TP565488","GFW_50",1122,11,16129,0.000166105270973203,0.389798189004474,106,NA,NA,0.0330803003777973,NA,0.0330803003777972,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.93832489255544"
"1157","NsiI.TP566474","GHW_1",1691,4,51081160,0.000789862814149146,0.246525737417229,106,NA,NA,0.0413935369331951,NA,0.0413935369331951,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0295230178885036"
"1158","NsiI.TP571420","GHW_1",1594,11,16192,0.000558158240193138,0.142949439539498,106,NA,NA,0.036334300926121,NA,0.036334300926121,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00242473886405122"
"1159","NsiI.TP571744","fprinGW",2986,2,2865326,0.000235898460847948,0.401911180801536,106,NA,NA,0.049201673587947,NA,0.049201673587947,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.750731370128302"
"1160","NsiI.TP571744","fprinW",3122,2,2865326,0.000210889659226662,0.401911180801536,106,NA,NA,0.046103994334602,NA,0.0461039943346021,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.725108312033708"
"1161","NsiI.TP571744","FW_50",641,2,2865326,0.000188182938982989,0.401911180801536,106,NA,NA,0.0440784930471404,NA,0.0440784930471405,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.684020192367964"
"1162","NsiI.TP571744","GFW_1",751,2,2865326,0.0000350893563179797,0.401911180801536,106,NA,NA,0.0112260265078766,NA,0.0112260265078766,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.662865783459"
"1163","NsiI.TP571744","GFW_50",1069,2,2865326,0.0000617788216106908,0.401911180801536,106,NA,NA,0.020778277001729,NA,0.020778277001729,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.656832132419285"
"1164","NsiI.TP571744","GHW_1",1245,2,2865326,0.0000385124161006937,0.401911180801536,106,NA,NA,0.0173992289077797,NA,0.0173992289077797,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.60337752736535"
"1165","NsiI.TP571744","HM_1",2267,2,2865326,0.000100988027836449,0.401911180801536,106,NA,NA,0.0449037274959561,NA,0.044903727495956,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.598671495310508"
"1166","NsiI.TP575286","Lg",2451,3,58993922,0.00000359125866318428,0.180247721139682,114,NA,NA,0.0017958894306635,NA,0.0017958894306635,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000408083053399651"
"1167","NsiI.TP575345","fprinW",3106,11,16257,0.000158249580738487,0.118525923062919,106,NA,NA,0.0399184567412834,NA,0.0399184567412834,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.30250010312435"
"1168","NsiI.TP575345","FW_50",639,11,16257,0.000172434964233599,0.118525923062919,106,NA,NA,0.0411241713791294,NA,0.0411241713791294,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.32032036340953"
"1169","NsiI.TP575555","GHW_1",1545,2,2228424,0.00046227869273883,0.0623731926617365,106,NA,NA,0.0341746754151228,NA,0.0341746754151228,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.15488280279283"
"1170","NsiI.TP576104","GS",2061,11,16280,0.0000936934539398964,0.0775638759359977,114,NA,NA,0.0182070671900685,NA,0.0182070671900685,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.935237795777829"
"1171","NsiI.TP576208","FM_50",425,1,19994793,0.000126677523136823,0.173685248330706,106,NA,NA,0.0376093562383713,NA,0.0376093562383712,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.6634901236497"
"1172","NsiI.TP576208","fprinGW",2929,1,19994793,0.0000701853762790402,0.173685248330706,106,NA,NA,0.0270771053132991,NA,0.0270771053132991,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.90230601268787"
"1173","NsiI.TP576208","GHW_50",1894,1,19994793,0.000116455562433401,0.173685248330706,106,NA,NA,0.0400078353401569,NA,0.0400078353401569,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.817131497368"
"1174","NsiI.TP579782","GHW_1",1263,3,63115213,0.0000485862670660461,0.367732409427233,106,NA,NA,0.0173992289077797,NA,0.0173992289077797,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0204591946864865"
"1175","NsiI.TP579782","GHW_50",1912,3,63115213,0.000150776676327276,0.367732409427233,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0262679509126646"
"1176","NsiI.TP580268","FM_1",321,6,4463658,0.000142219134730371,0.217365938235483,106,NA,NA,0.0438938444766653,NA,0.0438938444766653,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.80627192866939"
"1177","NsiI.TP580268","GHW_1",1508,6,4463658,0.000387496447778018,0.217365938235483,106,NA,NA,0.032045516630568,NA,0.032045516630568,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.78577022698152"
"1178","NsiI.TP585806","GHW_50",1881,11,16391,0.0000916244436014611,0.162748114841099,106,NA,NA,0.0383567874295059,NA,0.0383567874295059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","14.392095840474"
"1179","NsiI.TP586741","GFW_1",923,11,16408,0.000410326927124605,0.297948354701389,106,NA,NA,0.042379986638531,NA,0.0423799866385311,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.69377942504818"
"1180","NsiI.TP586798","FD_50",236,11,16409,0.0000857607343889001,0.413341962348356,106,NA,NA,0.0478690873608171,NA,0.0478690873608171,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.50297651673279"
"1181","NsiI.TP586798","GFW_1",772,11,16409,0.0000592680725091601,0.413341962348356,106,NA,NA,0.0147932736898703,NA,0.0147932736898703,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","8.90148298155674"
"1182","NsiI.TP586798","GHW_1",1278,11,16409,0.0000631851459151711,0.413341962348356,106,NA,NA,0.0190528634245816,NA,0.0190528634245816,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","8.45270370300096"
"1183","NsiI.TP588036","Lg",2473,11,16427,0.00000863328691401563,0.156690116362769,114,NA,NA,0.00306061687705792,NA,0.00306061687705792,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.117635610196839"
"1184","NsiI.TP588093","FM_1",274,11,16429,0.0000637180088139605,0.109865307934808,106,NA,NA,0.0423635648085809,NA,0.0423635648085809,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.1026070251116"
"1185","NsiI.TP588890","FM_1",301,4,9914641,0.000107937681451289,0.324505022510063,106,NA,NA,0.0424032991579806,NA,0.0424032991579805,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","8.59288392576051"
"1186","NsiI.TP590314","GHW_1",1733,7,61269970,0.000897409468263225,0.242089838342578,106,NA,NA,0.0434366051483717,NA,0.0434366051483717,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.827350226188584"
"1187","NsiI.TP59062","GFW_1",769,3,67575213,0.0000547946696402705,0.415134057676595,106,NA,NA,0.0143748336334286,NA,0.0143748336334286,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.40254984695802"
"1188","NsiI.TP59062","GHW_1",1432,3,67575213,0.000239842494382309,0.415134057676595,106,NA,NA,0.0261013803897451,NA,0.0261013803897451,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.2497585074997"
"1189","NsiI.TP591161","GFW_50",1187,1,512907,0.00034764272721547,0.436085134828264,106,NA,NA,0.0465309148253604,NA,0.0465309148253604,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.493205513927666"
"1190","NsiI.TP591571","Lg",2432,3,10614751,0.000000673372741788883,0.12086482839892,114,NA,NA,0.000535310924487562,NA,0.000535310924487562,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.77777364172"
"1191","NsiI.TP591705","GFW_1",788,11,16477,0.0000691030425140999,0.349760151932785,106,NA,NA,0.0151227664740366,NA,0.0151227664740366,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.452766412786744"
"1192","NsiI.TP591705","GHW_1",1399,11,16477,0.000191426298943309,0.349760151932785,106,NA,NA,0.0240640267837308,NA,0.0240640267837308,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.654943383009423"
"1193","NsiI.TP592655","GHW_1",1329,6,50333660,0.000107777414941166,0.0504613502325814,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.27482243691582"
"1194","NsiI.TP593280","GS",2095,3,67614075,0.000202635404423053,0.0652880720852559,114,NA,NA,0.0314552497019785,NA,0.0314552497019785,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","19.2539808048874"
"1195","NsiI.TP593990","FM_1",318,11,16509,0.000141149917318709,0.0986688576995364,106,NA,NA,0.0438938444766653,NA,0.0438938444766653,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.05428190707024"
"1196","NsiI.TP593990","GFW_1",969,11,16509,0.000542266832451175,0.0986688576995364,106,NA,NA,0.0474194269417471,NA,0.0474194269417471,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0056560212934429"
"1197","NsiI.TP593990","GFW_50",1172,11,16509,0.000319761159123711,0.0986688576995364,106,NA,NA,0.0459661126011163,NA,0.0459661126011163,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0110197254813691"
"1198","NsiI.TP59425","GHW_1",1391,6,55557420,0.00018032732388565,0.184543133801788,106,NA,NA,0.0235999489857122,NA,0.0235999489857122,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.7417036005306"
"1199","NsiI.TP594691","FD_50",216,9,37217461,0.0000509479560709826,0.377236496654391,106,NA,NA,0.0426906762218415,NA,0.0426906762218415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.95613154810696"
"1200","NsiI.TP594691","fprind",3172,9,37217461,0.000067209055039092,0.377236496654391,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.96885053738467"
"1201","NsiI.TP594691","GHW_1",1800,9,37217461,0.00111999479826689,0.377236496654391,106,NA,NA,0.0482010281162838,NA,0.0482010281162837,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.24780414630201"
"1202","NsiI.TP5949","GS",1961,11,9198,0.00000139220784390615,0.112406864586303,114,NA,NA,0.00102755467194566,NA,0.00102755467194567,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.90634164409904"
"1203","NsiI.TP595384","GHW_1",1606,11,16529,0.000587852418810243,0.38195283869407,106,NA,NA,0.0367781665932611,NA,0.0367781665932611,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.213588364851198"
"1204","NsiI.TP598222","GS",1957,1,17012247,0.000000897958578043463,0.100528236655172,114,NA,NA,0.00075305558464248,NA,0.00075305558464248,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.091374214899782"
"1205","NsiI.TP59858","Lg",2585,11,9837,0.000157198328105688,0.0637977706203459,114,NA,NA,0.0221494211709586,NA,0.0221494211709586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.556357194092704"
"1206","NsiI.TP601716","GS",2123,6,58162144,0.000331547272738057,0.0674196054422574,114,NA,NA,0.0440795989304828,NA,0.0440795989304828,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.508818080653935"
"1207","NsiI.TP601922","GS",1974,11,16587,0.00000274273654010102,0.107250614144929,114,NA,NA,0.00149901979985438,NA,0.00149901979985438,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.193118742823694"
"1208","NsiI.TP604461","FD_1",178,11,16608,0.0000843597458770538,0.153685985315824,106,NA,NA,0.0442618714667726,NA,0.0442618714667726,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.02634780796648"
"1209","NsiI.TP604461","FM_50",414,11,16608,0.0000981195453372324,0.153685985315824,106,NA,NA,0.0320505888100586,NA,0.0320505888100586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.42497665579297"
"1210","NsiI.TP604461","fprinGW",2913,11,16608,0.0000455174536773304,0.153685985315824,106,NA,NA,0.0222128436018991,NA,0.0222128436018991,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.9402901933531"
"1211","NsiI.TP604461","fprinW",3105,11,16608,0.000157921583488992,0.153685985315824,106,NA,NA,0.0399184567412834,NA,0.0399184567412834,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.10245768040534"
"1212","NsiI.TP604461","FW_50",629,11,16608,0.00015322661537885,0.153685985315824,106,NA,NA,0.03980812055933,NA,0.03980812055933,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.08283984495906"
"1213","NsiI.TP604461","GFW_50",1026,11,16608,0.0000204008998339385,0.153685985315824,106,NA,NA,0.0146362685316391,NA,0.0146362685316391,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.11722880688103"
"1214","NsiI.TP604461","GHW_50",1883,11,16608,0.0000945362916337267,0.153685985315824,106,NA,NA,0.0383567874295059,NA,0.0383567874295059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.81255821291037"
"1215","NsiI.TP604461","HW_1",2346,11,16608,0.0000472122806936812,0.153685985315824,106,NA,NA,0.0354361370116269,NA,0.0354361370116269,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.95649034113091"
"1216","NsiI.TP604677","FM_1",325,11,16610,0.000159772130631892,0.462404845847979,106,NA,NA,0.046657189879484,NA,0.0466571898794841,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0942728095733193"
"1217","NsiI.TP607427","GFW_1",846,1,72380263,0.000182787284560049,0.303824749028985,106,NA,NA,0.0270638533296813,NA,0.0270638533296812,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.385550701256942"
"1218","NsiI.TP607427","GFW_50",1143,1,72380263,0.000222358684159216,0.303824749028985,106,NA,NA,0.0383773534225846,NA,0.0383773534225847,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.299395672634916"
"1219","NsiI.TP607427","GHW_1",1411,1,72380263,0.000204433910667948,0.303824749028985,106,NA,NA,0.0240640267837308,NA,0.0240640267837308,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.362426688928692"
"1220","NsiI.TP608372","Lg",2735,9,152998,0.000533886716702434,0.152691472062079,114,NA,NA,0.0416844765653918,NA,0.0416844765653918,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0181077606863037"
"1221","NsiI.TP608930","FM_50",388,4,55551213,0.0000489371793000855,0.354316896772729,106,NA,NA,0.0251729012109499,NA,0.0251729012109499,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0504051733398144"
"1222","NsiI.TP608930","fprinGW",2916,4,55551213,0.0000476718558161331,0.354316896772729,106,NA,NA,0.0227386084632806,NA,0.0227386084632807,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00323263062656666"
"1223","NsiI.TP608930","fprinW",3033,4,55551213,0.0000177918557271825,0.354316896772729,106,NA,NA,0.0145993917125969,NA,0.0145993917125969,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00060502804730321"
"1224","NsiI.TP608930","FW_50",567,4,55551213,0.0000219398190022192,0.354316896772729,106,NA,NA,0.0148171862624554,NA,0.0148171862624554,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0000013036683474969"
"1225","NsiI.TP608930","GFW_1",724,4,55551213,0.0000191345620849722,0.354316896772729,106,NA,NA,0.00894690982537173,NA,0.00894690982537176,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.020325841056241"
"1226","NsiI.TP608930","GFW_50",1167,4,55551213,0.00030814212853706,0.354316896772729,106,NA,NA,0.0457853932230554,NA,0.0457853932230554,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00812988680397464"
"1227","NsiI.TP608930","GHW_1",1444,4,55551213,0.000253892179322215,0.354316896772729,106,NA,NA,0.0263265115902727,NA,0.0263265115902727,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00231878195605735"
"1228","NsiI.TP608930","GHW_50",1835,4,55551213,0.00000974164151737106,0.354316896772729,106,NA,NA,0.0157174351242647,NA,0.0157174351242647,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0286418515492212"
"1229","NsiI.TP609527","GHW_1",1596,11,16653,0.000562530271683742,0.098084271013273,106,NA,NA,0.0363364134871006,NA,0.0363364134871006,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.594209638825021"
"1230","NsiI.TP609527","Lg",2541,11,16653,0.0000854225258369517,0.098084271013273,114,NA,NA,0.0157202037824385,NA,0.0157202037824385,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.210093020689853"
"1231","NsiI.TP609571","GHW_1",1209,11,16656,0.00000999861567630189,0.469673419428813,106,NA,NA,0.0145724268695613,NA,0.0145724268695613,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.92947067270806"
"1232","NsiI.TP609571","HM_1",2300,11,16656,0.000170417504690934,0.469673419428813,106,NA,NA,0.0467403189747267,NA,0.0467403189747268,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.0376642768969"
"1233","NsiI.TP609610","Lg",2691,1,68718517,0.000384597088675826,0.175057762392532,114,NA,NA,0.0345531507682247,NA,0.0345531507682247,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.892892643127805"
"1234","NsiI.TP609767","GHW_1",1804,3,4968186,0.00114680244928182,0.435659236688363,106,NA,NA,0.0490786549012386,NA,0.0490786549012386,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.84705333771951"
"1235","NsiI.TP610850","FM_1",337,11,16672,0.000188392942950372,0.0641998290468087,106,NA,NA,0.048933667973862,NA,0.048933667973862,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.325720153244316"
"1236","NsiI.TP610850","GHW_1",1314,11,16672,0.0000947668136955961,0.0641998290468087,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.415068060962003"
"1237","NsiI.TP610903","GS",2073,11,16674,0.000122921855240482,0.133076072156446,114,NA,NA,0.0219369520433933,NA,0.0219369520433932,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.210279586665831"
"1238","NsiI.TP611508","GFW_1",867,5,67361698,0.000226416296422018,0.183006535947712,106,NA,NA,0.0296781202737344,NA,0.0296781202737345,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00671586220588309"
"1239","NsiI.TP611508","GHW_1",1705,5,67361698,0.000840714013346699,0.183006535947712,106,NA,NA,0.0428092697888164,NA,0.0428092697888164,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000570923668064557"
"1240","NsiI.TP613708","GHW_1",1367,11,16706,0.000149296223921582,0.177804519887824,106,NA,NA,0.022171562673834,NA,0.022171562673834,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.163267093132124"
"1241","NsiI.TP613708","GS",2028,11,16706,0.0000329124674111021,0.177804519887824,114,NA,NA,0.00842675225743923,NA,0.00842675225743923,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.55339135429347"
"1242","NsiI.TP615473","CmN",110,11,16715,0.0000778332991643067,0.0519735131156922,114,NA,NA,0.0343497044551703,NA,0.0343497044551704,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.4813409961211"
"1243","NsiI.TP615699","FM_50",364,1,24833300,0.000014598529227359,0.205420912861435,106,NA,NA,0.013107680662732,NA,0.0131076806627319,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.31891045621998"
"1244","NsiI.TP615699","fprinW",3128,1,24833300,0.000228747059851488,0.205420912861435,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.48326900517893"
